,Unnamed: 0,timestamp,unique_id,orig_host,orig_port,resp_host,resp_port,protocol,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,Label
1767,1767,1674143797.272136,C2UIFv2WzK3qfcMvG3,192.168.137.129,61357,17.248.175.212,443,tcp,ssl,22.627231,517,6160,SF,T,F,4096,ShADadcTtgFf,16,1950,13,2820,-,Mirai_DDoS
1768,1768,1674143790.596185,CP8zie2yVH8e82aash,192.168.137.129,61350,23.213.156.48,443,tcp,ssl,29.773737,1357,8053,SF,T,F,2896,ShADacdgFfRR,21,2509,22,6381,-,Mirai_DDoS
1769,1769,1674143465.637904,C2BUrB2TJfPwkboIf4,192.168.137.123,49154,255.255.255.255,6667,udp,-,300.006728,11280,0,S0,T,T,0,D,60,12960,0,0,-,Mirai_DDoS
1770,1770,1674143815.802748,CKfKVY1BDAOlEeEbIi,192.168.137.29,39911,192.168.137.1,53,udp,dns,0.133139,70,86,SF,T,T,0,Dd,1,98,1,114,-,Mirai_DDoS
1771,1771,1674143815.806018,C1tKCE2qVy3qYGTMe2,192.168.137.29,43668,192.168.137.1,53,udp,dns,0.133255,42,217,SF,T,T,0,Dd,1,70,1,245,-,Mirai_DDoS
1772,1772,1674143701.786234,CI8YUd3krzuc89RFw2,192.168.137.129,61228,3.91.171.132,443,tcp,ssl,119.453386,517,1437,RSTO,T,F,0,ShADadtFR,11,1161,16,2686,-,Mirai_DDoS
1773,1773,1674143816.455397,Cw9IKs4ofYuAdAhMvc,192.168.137.205,43820,192.168.137.1,53,udp,dns,0.133116,36,52,SF,T,T,0,Dd,1,64,1,80,-,Mirai_DDoS
1774,1774,1674143496.175923,ChmR5i3rD5V4uo8ujg,192.168.137.248,47430,142.251.33.163,80,tcp,-,30.632548,320,127,SF,T,F,0,AaDdTtFf,8,2330,15,1856,-,Mirai_DDoS
1775,1775,1674143766.366224,CO7g69XnarPmHDji8,192.168.137.205,21877,47.112.162.49,32100,udp,-,0.452967,4,20,SF,T,F,0,Dd,1,32,1,48,-,Mirai_DDoS
1776,1776,1674143729.316399,CDu0Arxif0ye661g5,192.168.137.128,15480,192.168.137.254,9947,udp,-,37.888611,17581056,0,S0,T,T,0,D,34338,18542520,0,0,-,Mirai_DDoS
1777,1777,1674143817.892181,CjiqGI2sNRBczkpMt6,192.168.137.109,46247,192.168.137.1,53,udp,dns,0.194645,124,158,SF,T,T,0,Dd,4,236,2,214,-,Mirai_DDoS
1778,1778,1674143818.077349,CspEyV2VS0to59yV1g,192.168.137.29,33646,192.168.137.1,53,udp,dns,0.133196,46,221,SF,T,T,0,Dd,1,74,1,249,-,Mirai_DDoS
1779,1779,1674143464.136232,C5mg084gic7QUMGxk8,192.168.137.117,49154,255.255.255.255,6667,udp,-,305.202767,11280,0,S0,T,T,0,D,60,12960,0,0,-,Mirai_DDoS
1780,1780,1674143819.507274,CFoxhq1DL2fxIQ2JM,192.168.137.205,50733,192.168.137.1,53,udp,dns,0.133292,35,51,SF,T,T,0,Dd,1,63,1,79,-,Mirai_DDoS
1781,1781,1674143809.581033,CvYF524BUEuxb4tSGa,192.168.137.186,12058,1.1.1.1,53,udp,dns,2.194022,180,564,SF,T,F,0,Dd,3,264,3,648,-,Mirai_DDoS
1782,1782,1674143819.699665,CdV5FR3GJCr9ZSSBFb,192.168.137.68,39515,192.168.137.1,53,udp,dns,0.132213,114,114,SF,T,T,0,Dd,2,170,2,170,-,Mirai_DDoS
1783,1783,1674143819.699669,CzqXru2AdYsP3WKJne,192.168.137.68,52349,192.168.137.1,53,udp,dns,0.203208,57,105,SF,T,T,0,Dd,1,85,1,133,-,Mirai_DDoS
1784,1784,1674143819.69967,ClKU5nyIqIX4xTVB6,192.168.137.68,56063,192.168.137.1,53,udp,dns,0.132767,55,55,SF,T,T,0,Dd,1,83,1,83,-,Mirai_DDoS
1785,1785,1674143820.029943,CZMggmFuX88Yk8Eif,192.168.137.108,54708,192.168.137.1,53,udp,dns,0.133517,54,328,SF,T,T,0,Dd,1,82,1,356,-,Mirai_DDoS
1786,1786,1674143820.07365,CxZcju28jZAxC1dlDi,192.168.137.68,44055,192.168.137.1,53,udp,dns,0.131630,55,55,SF,T,T,0,Dd,1,83,1,83,-,Mirai_DDoS
1787,1787,1674143820.109247,CjPRlN2Tj1rHFhtp5b,192.168.137.17,37492,192.168.137.1,53,udp,dns,0.131976,114,114,SF,T,T,0,Dd,2,170,2,170,-,Mirai_DDoS
1788,1788,1674143472.435664,CId6Ni2oda4RRKtW7f,192.168.137.142,49805,52.45.138.182,1883,tcp,-,57.675466,93,93,SF,T,F,0,DdAtTaFf,8,537,13,830,-,Mirai_DDoS
1789,1789,1674143813.005685,C38yoic9l3d12XArl,192.168.137.241,52960,34.218.107.222,443,tcp,ssl,12.291713,520,589,SF,T,F,0,ShADadFf,12,1008,14,1165,-,Mirai_DDoS
1790,1790,1674143795.520922,CRnwFh2aPOU1Eb964i,192.168.137.129,61355,17.248.175.170,443,tcp,ssl,24.584918,517,2896,RSTO,T,F,0,SWhADacFdtRR,16,1385,12,2152,-,Mirai_DDoS
1791,1791,1674143820.424151,CFhU2Xu2Wvtqfk4V8,192.168.137.87,18006,192.168.137.1,53,udp,dns,0.196881,63,191,SF,T,T,0,Dd,1,91,1,219,-,Mirai_DDoS
1792,1792,1674143812.199289,CM4ydnwh5eDm7Tafj,192.168.137.209,41220,44.237.117.146,443,tcp,ssl,13.588961,842,6828,SF,T,F,4543,ShADadcgFf,20,1906,12,2949,-,Mirai_DDoS
1793,1793,1674143821.099433,C9AVt12JQ4QnXxle59,192.168.137.29,58768,192.168.137.1,53,udp,dns,0.133022,70,86,SF,T,T,0,Dd,1,98,1,114,-,Mirai_DDoS
1794,1794,1674143823.329095,CUIah11lZHMoj6fbS4,192.168.137.129,61379,17.188.182.68,443,tcp,-,3.025910,0,0,RSTO,T,F,0,ShR,2,104,1,60,-,Mirai_DDoS
1795,1795,1674143808.334344,CSJw0GdtoyyyjLccj,192.168.137.209,58745,52.48.58.5,443,tcp,ssl,18.035828,1154,6633,SF,T,F,4550,ShADadcgfF,23,2382,15,2911,-,Mirai_DDoS
1796,1796,1674143819.205792,Cn2pCM1qaamzTKOsVb,192.168.137.209,58747,52.48.58.5,443,tcp,ssl,7.289429,1291,8496,SF,T,F,8411,ShADacgdfF,16,2131,7,457,-,Mirai_DDoS
1797,1797,1674143771.951438,CDM61e1QnCUJ1tL3Ca,192.168.137.205,51903,10.0.0.1,123,udp,ntp,-,-,-,S0,T,T,0,D,1,76,0,0,-,Mirai_DDoS
1798,1798,1674143812.58502,Cs3M1O3DzY07VdVXwb,192.168.137.186,12058,8.8.8.8,53,udp,dns,4.174423,240,752,SF,T,F,0,Dd,4,352,4,864,-,Mirai_DDoS
1799,1799,1674143802.630545,Crl6X51bmbeaDuCmH1,192.168.137.129,50923,192.168.137.1,53,udp,dns,15.423145,245,325,SF,T,T,0,Dd,5,385,5,465,-,Mirai_DDoS
1800,1800,1674143820.46413,CgB9wJ2IZjYWz6DmFa,192.168.137.129,61377,17.188.182.4,443,tcp,ssl,7.321725,842,7974,SF,T,F,7430,ShADacdTgfFr,13,2095,11,1120,-,Mirai_DDoS
1801,1801,1674143802.70362,CffuG74azjdrdxz4hc,192.168.137.109,64682,192.168.137.1,53,udp,dns,15.325602,124,237,SF,T,T,0,Dd,4,236,3,321,-,Mirai_DDoS
1802,1802,1674143770.854674,CJVJad2iZe9GJFnNkk,192.168.137.242,42034,34.238.41.119,8800,udp,-,2.037624,1554,0,S0,T,F,0,D,6,1722,0,0,-,Mirai_DDoS
1803,1803,1674143819.478895,CPL1w721nJ1iIH3fM,192.168.137.42,36378,47.254.14.172,443,tcp,ssl,9.047837,796,5440,SF,T,F,0,ShADadtTfF,20,1945,18,6712,-,Mirai_DDoS
1804,1804,1674143824.148404,CqOkIH3QDBM1dUKM9k,192.168.137.77,56310,192.168.137.1,53,udp,dns,-,-,-,S0,T,T,0,D,1,64,0,0,-,Mirai_DDoS
1805,1805,1674143824.165778,CztL9d41fdxYuCdbbl,192.168.137.184,57618,192.168.137.1,53,udp,dns,0.132830,38,54,SF,T,T,0,Dd,1,66,1,82,-,Mirai_DDoS
1806,1806,1674143824.170167,Cb8pZ92iNib9Vs0Zii,192.168.137.184,53699,192.168.137.1,53,udp,dns,0.164117,38,54,SF,T,T,0,Dd,1,66,1,82,-,Mirai_DDoS
1807,1807,1674143829.463794,CVNtX336ye3PTVRJ0c,192.168.137.190,58712,52.11.155.34,21,tcp,-,3.003194,0,0,S0,T,F,0,S,3,180,0,0,-,Mirai_DDoS
1808,1808,1674143830.299761,C6DSRj35ahxmVLBuIf,192.168.137.241,52960,34.218.107.222,443,tcp,-,-,-,-,SHR,T,F,0,^f,0,0,1,109,-,Mirai_DDoS
1809,1809,1674143825.574815,Cnq1Pd4WauffDopXv1,192.168.137.209,54538,192.168.137.1,53,udp,dns,0.165456,44,60,SF,T,T,0,Dd,1,72,1,88,-,Mirai_DDoS
1810,1810,1674143815.989495,CGynfh24fHImXlzEil,192.168.137.42,35499,192.168.137.1,53,udp,dns,2.645256,70,102,SF,T,T,0,Dd,2,126,2,158,-,Mirai_DDoS
1811,1811,1674143815.990723,Co7jw73HrZiGiZ9AVf,192.168.137.42,35499,8.208.8.243,53,udp,dns,2.730278,70,1022,SF,T,F,0,Dd,2,126,2,1078,-,Mirai_DDoS
1812,1812,1674143815.990719,C88lU24lZgfSNZNe88,192.168.137.42,35499,8.8.8.8,53,udp,dns,2.668576,70,102,SF,T,F,0,Dd,2,126,2,158,-,Mirai_DDoS
1813,1813,1674143670.822753,C9FTW34jDv0VkRcHv2,192.168.137.129,54803,18.161.14.199,443,tcp,ssl,160.533223,517,2856,RSTR,T,F,0,ShADadTtFr,8,2063,13,6536,-,Mirai_DDoS
1814,1814,1674143773.91382,C0yxHn3TMyKg76qL24,192.168.137.1,54984,239.255.255.250,1900,udp,-,3.030724,700,0,S0,T,F,0,D,4,812,0,0,-,Mirai_DDoS
1815,1815,1674143787.15197,CLQuLx3n5QFe3fDYZ4,192.168.137.129,52822,192.168.137.1,53,udp,dns,32.013078,430,1970,SF,T,T,0,Dd,10,710,10,2250,-,Mirai_DDoS
1816,1816,1674143787.151973,CiLLOo2qd5vg6IOUli,192.168.137.129,64055,192.168.137.1,53,udp,dns,31.988683,430,2106,SF,T,T,0,Dd,10,710,10,2386,-,Mirai_DDoS
1817,1817,1674143673.749794,Cj9cOt2ObmZy7wAMhc,192.168.137.207,43323,192.168.137.254,52564,udp,ayiya,103.604256,42319360,0,S0,T,T,0,D,82655,44633700,0,0,-,Mirai_DDoS
1818,1818,1674143747.143396,CkKHjH7fZTHIt6az5,192.168.137.129,63931,172.224.91.11,443,udp,"quic,ssl",30.267918,4050,10644,SF,T,F,0,Dd,3,4134,13,11008,-,Mirai_DDoS
1819,1819,1674143827.702306,CA9oxf3tDqpCJGStS1,192.168.137.209,50635,192.168.137.1,53,udp,dns,0.164387,30,232,SF,T,T,0,Dd,1,58,1,260,-,Mirai_DDoS
1820,1820,1674143832.849748,CAOGXr364pVnhodDni,192.168.137.129,61377,17.188.182.4,443,tcp,-,-,-,-,RSTRH,T,F,0,^r,0,0,1,40,-,Mirai_DDoS
1821,1821,1674143817.892093,CAljmz4oFTZZufw0a8,192.168.137.129,53076,192.168.137.1,53,udp,dns,2.220213,111,370,SF,T,T,0,Dd,3,195,2,426,-,Mirai_DDoS
1822,1822,1674143817.892092,CPbVdg20JXbmdcsasl,192.168.137.129,58664,192.168.137.1,53,udp,dns,2.203640,111,288,SF,T,T,0,Dd,3,195,2,344,-,Mirai_DDoS
1823,1823,1674143828.244525,C60HZ74SyRDmbB6Lu3,192.168.137.209,37259,192.168.137.1,53,udp,dns,0.133553,30,235,SF,T,T,0,Dd,1,58,1,263,-,Mirai_DDoS
1824,1824,1674143828.246567,CTHPAM1ccavMnIoyPj,192.168.137.209,60336,192.168.137.1,53,udp,dns,0.198938,44,128,SF,T,T,0,Dd,1,72,1,156,-,Mirai_DDoS
1825,1825,1674143818.585597,CvBa1K7qaDly1qSnc,192.168.137.109,8419,192.168.137.1,53,udp,dns,1.150587,62,158,SF,T,T,0,Dd,2,118,2,214,-,Mirai_DDoS
1826,1826,1674143778.942836,CQqBFj2oOuH8dxZQ8,192.168.137.205,33287,10.0.0.1,123,udp,ntp,-,-,-,S0,T,T,0,D,1,76,0,0,-,Mirai_DDoS
1827,1827,1674143829.087968,C8yzoqBKQQc8RbIe1,192.168.137.29,42277,192.168.137.1,53,udp,dns,0.221820,55,103,SF,T,T,0,Dd,1,83,1,131,-,Mirai_DDoS
1828,1828,1674143829.16023,CzPwQ21tBLd6aq7Dzl,192.168.137.77,44591,192.168.137.1,53,udp,dns,-,-,-,S0,T,T,0,D,1,64,0,0,-,Mirai_DDoS
1829,1829,1674143819.735567,CAQndl10XdDvpYORB4,192.168.137.129,61376,3.91.171.226,443,tcp,ssl,14.900785,39825,10706,SF,T,F,35637,ShADadcgCGTtGfrFrr,25,12484,53,8340,-,Mirai_DDoS
1830,1830,1674143828.750792,CR80Wh8DvHITsVZnc,192.168.137.29,57474,34.227.87.28,443,tcp,ssl,5.543835,369,4075,SF,T,F,2896,ShADacdgFRfR,14,1097,9,1679,-,Mirai_DDoS
1831,1831,1674143829.087965,CZgO164h7oGh3vOx41,192.168.137.29,50876,52.7.201.186,443,tcp,ssl,5.206663,369,3550,SF,T,F,3468,ShADacgdFRfR,13,1033,7,470,-,Mirai_DDoS
1832,1832,1674143829.33055,CvXTpRhbUWD60RDI7,192.168.137.190,3811,192.168.137.1,53,udp,dns,0.183260,44,152,SF,T,T,0,Dd,1,72,1,180,-,Mirai_DDoS
1833,1833,1674143829.385334,CwBgdI2aqpUEkroj4e,192.168.137.190,63596,192.168.137.1,53,udp,dns,0.183332,44,108,SF,T,T,0,Dd,1,72,1,136,-,Mirai_DDoS
1834,1834,1674143827.756456,CBmIztcalf6Z6cMN5,192.168.137.209,58748,52.48.58.5,443,tcp,ssl,7.110553,1135,764,SF,T,F,0,ShADadfF,15,1939,12,1420,-,Mirai_DDoS
1835,1835,1674143820.152342,CyC4fg3RguYxdIPHGh,192.168.137.129,61331,192.168.137.1,53,udp,dns,1.326048,96,228,SF,T,T,0,Dd,2,152,2,284,-,Mirai_DDoS
1836,1836,1674143774.540211,CleiFa3DUGqIc3PZfb,192.168.137.38,1900,192.168.137.1,54984,udp,-,5.772486,7128,0,S0,T,T,0,D,24,7800,0,0,-,Mirai_DDoS
1837,1837,1674143820.451702,Ccedng2GRNphxFRBt9,192.168.137.112,5615,192.168.137.1,53,udp,dns,2.073094,62,158,SF,T,T,0,Dd,2,118,2,214,-,Mirai_DDoS
1838,1838,1674143830.874121,CEq19C1t9YOQCE1y8i,192.168.137.205,54913,192.168.137.1,53,udp,dns,0.133269,36,52,SF,T,T,0,Dd,1,64,1,80,-,Mirai_DDoS
1839,1839,1674143836.478919,CohPCV30KQRRQQ7Qh9,192.168.137.190,58712,52.11.155.34,21,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,Mirai_DDoS
1840,1840,1674143821.761053,CrflT02pDJfW3DdGY,192.168.137.65,40133,8.8.8.8,53,udp,dns,2.566646,70,102,SF,T,F,0,Dd,2,126,2,158,-,Mirai_DDoS
1841,1841,1674143821.759637,CNbeNs35YgYwTtwOPd,192.168.137.65,40133,192.168.137.1,53,udp,dns,2.541950,70,102,SF,T,T,0,Dd,2,126,2,158,-,Mirai_DDoS
1842,1842,1674143821.871579,CiRcgjZPmKTYHTHAh,192.168.137.65,40133,8.208.8.243,53,udp,dns,2.574194,70,1022,SF,T,F,0,Dd,2,126,2,1078,-,Mirai_DDoS
1843,1843,1674143822.21016,CtWdDY1VHS1dgb9o8e,192.168.137.129,57069,192.168.137.1,53,udp,dns,1.108078,72,192,SF,T,T,0,Dd,2,128,2,248,-,Mirai_DDoS
1844,1844,1674143822.210161,CCXiXq4luhT14nsuF1,192.168.137.129,61873,192.168.137.1,53,udp,dns,1.067949,72,104,SF,T,T,0,Dd,2,128,2,160,-,Mirai_DDoS
1845,1845,1674143832.268921,Cfpkw61GyIX93aRlk2,192.168.137.248,33027,8.8.8.8,53,udp,dns,0.216925,66,242,SF,T,F,0,Dd,2,122,2,298,-,Mirai_DDoS
1846,1846,1674143832.271865,CZWPOh1FdUzo3Kc8C3,192.168.137.248,49573,8.8.8.8,53,udp,dns,0.214096,47,63,SF,T,F,0,Dd,1,75,1,91,-,Mirai_DDoS
1847,1847,1674143832.273264,CXIg07Q1W53lQGT7k,192.168.137.248,60716,192.168.137.1,53,udp,dns,0.215730,66,242,SF,T,T,0,Dd,2,122,2,298,-,Mirai_DDoS
1848,1848,1674143832.276266,CqWHXd4UH4nUOJapd,192.168.137.248,36015,192.168.137.1,53,udp,dns,0.244472,47,63,SF,T,T,0,Dd,1,75,1,91,-,Mirai_DDoS
1849,1849,1674143832.288951,CpZKPktD5pmh8qBYc,192.168.137.248,55806,8.8.8.8,53,udp,dns,0.196895,34,79,SF,T,F,0,Dd,1,62,1,107,-,Mirai_DDoS
1850,1850,1674143832.290298,CXyHtb2WHu125aWgJ8,192.168.137.248,60594,8.8.8.8,53,udp,dns,0.205710,66,242,SF,T,F,0,Dd,2,122,2,298,-,Mirai_DDoS
1851,1851,1674143832.293311,C9JII83gp0Cxht9Aw3,192.168.137.248,58833,8.8.8.8,53,udp,dns,0.216699,47,63,SF,T,F,0,Dd,1,75,1,91,-,Mirai_DDoS
1852,1852,1674143832.294924,CFZJX9Eskx0wSoU6,192.168.137.248,42035,192.168.137.1,53,udp,dns,0.227117,34,79,SF,T,T,0,Dd,1,62,1,107,-,Mirai_DDoS
1853,1853,1674143832.296204,CtWQz3ROkzP8o1Mr9,192.168.137.248,49310,192.168.137.1,53,udp,dns,0.196691,66,242,SF,T,T,0,Dd,2,122,2,298,-,Mirai_DDoS
1854,1854,1674143832.107989,CE6pkq3Md2wObMcz1i,192.168.137.29,40072,35.172.113.174,443,tcp,ssl,5.570284,780,3788,SF,T,F,3484,ShADacgdFfRR,16,1592,12,944,-,Mirai_DDoS
1855,1855,1674143832.785301,CXAlUk1dXipfZMvdOa,192.168.137.205,52598,192.168.137.1,53,udp,dns,0.133104,35,51,SF,T,T,0,Dd,1,63,1,79,-,Mirai_DDoS
1856,1856,1674143832.810612,Cgtfnl46vqR2VKgleh,192.168.137.242,40783,192.168.137.1,53,udp,dns,0.132815,37,53,SF,T,T,0,Dd,1,65,1,81,-,Mirai_DDoS
1857,1857,1674143832.856615,C4PcWM3U9Z5T6zWWF3,192.168.137.248,41376,192.168.137.1,53,udp,dns,0.132920,47,63,SF,T,T,0,Dd,1,75,1,91,-,Mirai_DDoS
1858,1858,1674143831.568563,Cjl5lW1IeZOSPgq8Ti,192.168.137.209,40584,54.154.153.37,443,tcp,ssl,6.413661,1063,6193,SF,T,F,5964,ShADacgdtFf,17,1975,9,891,-,Mirai_DDoS
1859,1859,1674143833.111755,CDTah24sAJhjZWsTLh,192.168.137.248,44819,8.8.8.8,53,udp,dns,0.170993,34,79,SF,T,F,0,Dd,1,62,1,107,-,Mirai_DDoS
1860,1860,1674143833.292863,CieuSi1mT6mFsTNN4,192.168.137.248,58279,8.8.8.8,53,udp,dns,0.170941,66,242,SF,T,F,0,Dd,2,122,2,298,-,Mirai_DDoS
1861,1861,1674143823.543114,CjBk4h2I5buxXlPTHc,192.168.137.93,49153,192.168.137.1,53,udp,dns,1.150522,93,158,SF,T,T,0,Dd,3,177,2,214,-,Mirai_DDoS
1862,1862,1674143838.871208,Ct3rvHg7wdnQtNEIk,192.168.137.242,53654,192.168.137.1,53,tcp,-,2.992246,0,0,S0,T,T,0,S,3,180,0,0,-,Mirai_DDoS
1863,1863,1674143834.012431,C6NNPm366FIIfuL4zi,192.168.137.129,62583,192.168.137.1,53,udp,dns,0.330652,43,108,SF,T,T,0,Dd,1,71,1,136,-,Mirai_DDoS
1864,1864,1674143834.012432,CUisNUlbvqMP65gt5,192.168.137.129,51486,192.168.137.1,53,udp,dns,0.332052,59,125,SF,T,T,0,Dd,1,87,1,153,-,Mirai_DDoS
1865,1865,1674143834.149811,CjhKvZ2lUqryhd1Tod,192.168.137.77,46562,192.168.137.1,53,udp,dns,-,-,-,S0,T,T,0,D,1,64,0,0,-,Mirai_DDoS
1866,1866,1674143782.650227,CadQZ43loCMTlrH3R,192.168.137.242,58713,34.238.41.119,8800,udp,-,2.005626,1554,0,S0,T,F,0,D,6,1722,0,0,-,Mirai_DDoS
1867,1867,1674143834.806385,CPganOeXOB4yckwwj,192.168.137.248,55554,8.8.8.8,53,udp,dns,0.192107,37,77,SF,T,F,0,Dd,1,65,1,105,-,Mirai_DDoS
1868,1868,1674143835.81662,CXzEaFaeuQEx4N2hj,192.168.137.248,36520,192.168.137.1,53,udp,dns,0.164406,37,77,SF,T,T,0,Dd,1,65,1,105,-,Mirai_DDoS
1869,1869,1674143785.959678,Cr3hJX2Xp5vgW60XWf,192.168.137.205,45781,10.0.0.1,123,udp,ntp,-,-,-,S0,T,T,0,D,1,76,0,0,-,Mirai_DDoS
1870,1870,1674143774.149896,CpPs3Z3GAfk5gHqYAj,192.168.137.108,3,192.168.137.1,3,icmp,-,12.010298,520,0,OTH,T,T,0,-,3,604,0,0,-,Mirai_DDoS
1871,1871,1674143826.355002,Crn80vAt7a5HsdNi7,192.168.137.129,49997,192.168.137.1,53,udp,dns,7.451871,140,928,SF,T,T,0,Dd,4,252,4,1040,-,Mirai_DDoS
1872,1872,1674143826.355003,Cda5I54SX0QVLgzvk4,192.168.137.129,62318,192.168.137.1,53,udp,dns,7.453007,140,744,SF,T,T,0,Dd,4,252,4,856,-,Mirai_DDoS
1873,1873,1674143836.426335,CdhiZK3dEGnlE8snId,192.168.137.186,24798,192.168.137.1,53,udp,dns,0.133226,60,188,SF,T,T,0,Dd,1,88,1,216,-,Mirai_DDoS
1874,1874,1674143826.611173,CK1WJ2IJaHnNvciZ5,192.168.137.172,49153,192.168.137.1,53,udp,dns,1.863787,124,158,SF,T,T,0,Dd,4,236,2,214,-,Mirai_DDoS
1875,1875,1674143838.160018,CBeVWQ1amDhPXSjmak,192.168.137.129,61385,69.168.130.48,443,tcp,ssl,5.443228,517,0,RSTR,T,F,0,ShADr,4,737,5,240,-,Mirai_DDoS
1876,1876,1674143836.810339,CcotpC1URmLpNH8sv9,192.168.137.248,33441,8.8.8.8,53,udp,dns,0.170956,37,77,SF,T,F,0,Dd,1,65,1,105,-,Mirai_DDoS
1877,1877,1674143826.898422,CUqWAE1AFJb9mRtEpg,192.168.137.123,49153,192.168.137.1,53,udp,dns,1.148094,124,158,SF,T,T,0,Dd,4,236,2,214,-,Mirai_DDoS
1878,1878,1674143831.592062,CbyFx72KQ9CO33Qcme,192.168.137.209,40585,54.154.153.37,443,tcp,ssl,10.515584,1102,6193,SF,T,F,5964,ShADacgdtFf,18,2066,8,839,-,Mirai_DDoS
1879,1879,1674143838.976777,CYxMVi34z9K2lrm4D5,192.168.137.186,50432,54.221.226.149,443,tcp,-,7.296290,0,0,RSTO,T,F,0,ShR,9,400,4,192,-,Mirai_DDoS
1880,1880,1674143827.767952,CHAW3N3oFILRPrUsu3,192.168.137.64,49153,192.168.137.1,53,udp,dns,2.608666,124,237,SF,T,T,0,Dd,4,236,3,321,-,Mirai_DDoS
1881,1881,1674143827.785856,C8HGKX1rvjlXUULGe2,192.168.137.129,49335,192.168.137.1,53,udp,dns,3.277409,129,591,SF,T,T,0,Dd,3,213,3,675,-,Mirai_DDoS
1882,1882,1674143827.785878,C02W6DgF1inlqWChg,192.168.137.129,62569,192.168.137.1,53,udp,dns,3.278942,129,594,SF,T,T,0,Dd,3,213,3,678,-,Mirai_DDoS
1883,1883,1674143837.830342,CsMCBl1JdMcbex4x4a,192.168.137.248,55447,192.168.137.1,53,udp,dns,0.133167,37,87,SF,T,T,0,Dd,1,65,1,115,-,Mirai_DDoS
1884,1884,1674143464.667215,CUAgwo1mrD9SKiW2bb,192.168.137.248,8009,192.168.137.162,44372,tcp,-,378.265553,330,440,RSTRH,T,T,0,DdatfAr,6,642,20,2458,-,Mirai_DDoS
1885,1885,1674143838.489571,ChPYce1H14LI5Rsfnd,192.168.137.237,54841,192.168.137.1,53,udp,dns,0.133179,32,48,SF,T,T,0,Dd,1,60,1,76,-,Mirai_DDoS
1886,1886,1674143831.057538,CM73jo1SflXzfIxVEl,192.168.137.129,61380,69.168.130.48,443,tcp,ssl,12.708854,918,7461,SF,T,F,2896,SWhADadcgFfRR,15,1674,13,5257,-,Mirai_DDoS
1887,1887,1674143838.806882,Cg6qzC48eVLjp1SzMk,192.168.137.248,39827,8.8.8.8,53,udp,dns,0.200266,37,77,SF,T,F,0,Dd,1,65,1,105,-,Mirai_DDoS
1888,1888,1674143745.889373,CqkTZ54ae9qb7C3DAa,192.168.137.58,3,192.168.137.1,3,icmp,-,42.925839,511,0,OTH,T,T,0,-,5,651,0,0,-,Mirai_DDoS
1889,1889,1674143838.970427,CrrGel2RMmE6eOWzcf,192.168.137.141,49153,192.168.137.1,53,udp,dns,0.959990,124,158,SF,T,T,0,Dd,4,236,2,214,-,Mirai_DDoS
1890,1890,1674143829.007267,CBx09C3Lgbi5HU6Yj8,192.168.137.44,49153,192.168.137.1,53,udp,dns,1.358976,124,237,SF,T,T,0,Dd,4,236,3,321,-,Mirai_DDoS
1891,1891,1674143844.49447,CRayz23kYn6zSqCbll,192.168.137.190,58712,52.11.155.34,21,tcp,-,-,-,-,S0,T,F,0,S,1,60,0,0,-,Mirai_DDoS
1892,1892,1674143839.829129,CXaKxxdyZZeax6gAk,192.168.137.248,40453,192.168.137.1,53,udp,dns,0.132870,37,87,SF,T,T,0,Dd,1,65,1,115,-,Mirai_DDoS
1893,1893,1674143844.945849,Cte0Xh3kl2axCIYv5f,192.168.137.29,40072,35.172.113.174,443,tcp,-,-,-,-,OTH,T,F,0,R,1,40,0,0,-,Mirai_DDoS
1894,1894,1674143840.724443,C8KANl4McdI0BAQjDl,192.168.137.248,43362,8.8.8.8,53,udp,dns,0.192099,37,77,SF,T,F,0,Dd,1,65,1,105,-,Mirai_DDoS
1895,1895,1674143504.523915,Cwlp3a11we2WINAoRc,192.168.137.248,56294,142.251.163.188,5228,tcp,-,46.260597,1,0,OTH,T,F,0,Aa,2,104,2,104,-,Mirai_DDoS
1896,1896,1674143840.795687,CosgZF3g4r8EGfFjR1,192.168.137.237,48037,8.8.8.8,53,udp,dns,0.191264,32,48,SF,T,F,0,Dd,1,60,1,76,-,Mirai_DDoS
1897,1897,1674143840.826139,CwuU8b2xKEF8bP4zu1,192.168.137.248,42854,8.8.8.8,53,udp,dns,0.170795,37,77,SF,T,F,0,Dd,1,65,1,105,-,Mirai_DDoS
1898,1898,1674143840.270736,C4IJRm8S1dKK8wIMk,192.168.137.29,50880,52.7.201.186,443,tcp,ssl,5.716298,243,0,RSTR,T,F,0,ShADFr,9,735,9,480,-,Mirai_DDoS
1899,1899,1674143841.19457,C682zl3UXlbjRJbcSe,192.168.137.77,49593,192.168.137.1,53,udp,dns,-,-,-,S0,T,T,0,D,1,65,0,0,-,Mirai_DDoS
1900,1900,1674143460.977423,CuyDYZ2vHipnFZmG7e,192.168.137.79,34907,35.185.44.250,443,tcp,-,90.555287,2558,111,SHR,T,F,0,^aDTdtf,35,5098,46,3228,-,Mirai_DDoS
1901,1901,1674143841.662769,CueAcg4wW8fgaajMLa,192.168.137.100,60448,192.168.137.1,53,udp,dns,0.165632,33,49,SF,T,T,0,Dd,1,61,1,77,-,Mirai_DDoS
